-31.2166,-0.429272,0.878788,0.658048,0.707589,0.146272,0.24962,-0.382502,-0.0128167,0.0158479,0.132012,0.110659,0.127343,0.280312,-0.0717121,0.0645592,-0.257487,0.0146547,0.0101146,0.15524
-30.0654,-0.845702,0.462792,-0.240555,0.317942,-0.202308,0.022737,-0.0507567,0.188328,0.0540992,-0.105546,0.0170969,0.252863,0.186684,0.0408704,0.177811,0.0443133,0.0507569,0.0396955,0.0259456
-30.3463,-1.17133,0.268144,-0.184535,0.152881,-0.149763,0.629523,-0.0893127,0.182267,-0.238957,-0.393074,-0.0735405,-0.0953716,0.207449,0.0754138,0.145891,0.087804,0.0207596,0.117077,0.121009
-29.3285,0.13158,1.19529,0.739634,0.400898,-0.124684,0.106874,-0.215668,-0.151411,-0.489842,-0.357665,-0.335217,-0.459948,-0.11972,0.21296,0.224334,0.0397046,-0.0296364,0.213441,0.22276
-29.5827,0.139498,1.18591,0.450551,0.361609,0.0300632,0.390853,-0.100647,0.441963,0.125743,-0.0348217,0.133723,0.143348,-0.0826644,-0.295924,-0.086735,-0.121945,-0.022693,-0.0622413,-0.0448359
-30.7306,-1.1369,0.445542,-0.00932028,-0.299785,-0.204844,0.157812,0.150161,0.118203,-0.17443,0.0280403,-0.0570263,-0.0644127,-0.081666,0.160364,0.124536,0.0310681,-0.18343,-0.0489241,0.146729
-30.7569,-1.45125,0.375963,0.144049,0.249546,-0.0321515,0.399658,0.0129928,-0.010522,-0.154639,0.227522,-0.0544437,-0.167576,0.0946078,0.0123393,0.309601,0.158211,-0.0393972,0.0622024,0.123181
-30.5584,-1.39987,0.358341,0.25213,0.188737,-0.195137,0.0786445,-0.183927,-0.0561416,-0.0953609,0.00371975,0.149052,0.166602,0.115855,0.112805,0.040535,-0.0191985,0.0184948,-0.0482252,-0.117436
-30.614,-1.51455,-0.164373,-0.169994,0.252384,-0.0584624,0.111178,-0.0344163,0.308983,0.436695,0.191566,0.1324,-0.0101367,0.0170033,0.0148821,0.192368,0.094209,-0.0194864,-0.0890545,-0.00327404
-30.7913,-1.23718,0.0298787,-0.0342553,0.0851477,0.0169652,0.271498,-0.0891527,0.254335,0.162525,-0.132505,0.0814391,-0.0685903,0.0118397,-0.0089316,0.0332955,0.0536936,0.030491,-0.109347,-0.0660743
