8.17756e-7,8.05247e-7,8.53466e-7,8.80629e-7,7.58173e-7,5.3366e-7,4.43335e-7,6.16127e-7,7.92874e-7,9.07252e-7,9.8578e-7,9.85662e-7
6.8897e-7,6.67637e-7,7.1057e-7,4.6996e-7,7.66403e-7,7.85517e-7,5.84313e-7,1.09161e-6,9.82557e-7,9.1518e-7,7.82912e-7,7.49676e-7
1.19719e-6,1.33536e-6,1.158e-6,1.34347e-6,1.54462e-6,1.43814e-6,2.28616e-6,2.12759e-6,2.60566e-6,2.88361e-6,2.62515e-6,1.75518e-6
4.05686e-7,5.57481e-7,7.18274e-7,5.23246e-7,3.13179e-7,5.15708e-7,5.07136e-7,6.54659e-7,6.26764e-7,5.29419e-7,6.85481e-7,6.32572e-7
4.33977e-7,5.21376e-7,3.901e-7,7.40082e-7,8.14433e-7,7.01184e-7,9.59431e-7,8.20737e-7,3.62505e-7,4.64345e-7,7.93963e-7,1.00227e-6
3.95445e-7,4.60769e-7,6.68333e-7,8.77788e-7,5.9809e-7,3.31383e-7,6.68087e-7,5.96577e-7,3.60616e-7,8.10634e-7,7.472e-7,7.69429e-7
4.86404e-7,3.86359e-7,3.34701e-7,5.66111e-7,7.97665e-7,6.41312e-7,6.01042e-7,8.84701e-7,7.60527e-7,4.25739e-7,7.49197e-7,6.56883e-7
3.41806e-7,4.18237e-7,4.67912e-7,3.77694e-7,4.74671e-7,5.86362e-7,5.97121e-7,4.36093e-7,3.8785e-7,6.24939e-7,5.96312e-7,9.55748e-7
5.58204e-7,2.86381e-7,4.70822e-7,3.86541e-7,3.90989e-7,3.61108e-7,5.58647e-7,4.2052e-7,4.80354e-7,4.73793e-7,4.30117e-7,5.70376e-7
3.64581e-7,4.01855e-7,3.68342e-7,4.10214e-7,2.49754e-7,3.99835e-7,4.36608e-7,4.32218e-7,2.61532e-7,4.2846e-7,8.17016e-7,1.00575e-6
3.69409e-7,3.92302e-7,3.46852e-7,5.08459e-7,3.4366e-7,1.96578e-7,4.40467e-7,6.41916e-7,5.77508e-7,5.20627e-7,5.45808e-7,5.46144e-7
3.00971e-7,2.64172e-7,2.77902e-7,4.89572e-7,7.64363e-7,7.4612e-7,4.23839e-7,4.42904e-7,7.45912e-7,8.58764e-7,1.02427e-6,7.19642e-7
3.33048e-7,6.49096e-7,5.68158e-7,2.82369e-7,2.73816e-7,4.15145e-7,5.50363e-7,6.28201e-7,4.83863e-7,5.47086e-7,6.93385e-7,6.00676e-7
2.06131e-7,4.79718e-7,5.46307e-7,3.38026e-7,4.15314e-7,3.10634e-7,3.63986e-7,6.8447e-7,7.27353e-7,5.21758e-7,6.48751e-7,6.95786e-7
5.19882e-7,5.50432e-7,5.97608e-7,5.21864e-7,3.40852e-7,3.68934e-7,3.76816e-7,6.87845e-7,5.36342e-7,4.16594e-7,4.4969e-7,5.68527e-7
3.09639e-7,3.41219e-7,3.35819e-7,3.7732e-7,4.59447e-7,4.54816e-7,4.08486e-7,3.7578e-7,6.09284e-7,5.96948e-7,5.68404e-7,4.19626e-7
4.75114e-7,4.78886e-7,3.15788e-7,4.22209e-7,7.07709e-7,7.56109e-7,8.51995e-7,5.14541e-7,5.4125e-7,5.05137e-7,3.41698e-7,5.48856e-7
4.14789e-7,3.85377e-7,3.81353e-7,3.704e-7,5.10202e-7,4.8792e-7,3.61966e-7,4.41137e-7,5.458e-7,3.61966e-7,2.71085e-7,4.39895e-7
5.10866e-7,5.49738e-7,4.77177e-7,3.95033e-7,4.81777e-7,3.6213e-7,6.11953e-7,4.17319e-7,4.86923e-7,4.3954e-7,2.9458e-7,5.19093e-7
