-17.0913,2.04798,0.99238,0.597802,0.137838,0.136641,0.118728,0.28057,0.272727,0.126092,0.152534,0.102911,0.127644,-0.0373136,-0.0546452,-0.000669805,0.121541,0.140951,0.0242458,-0.00380154
-18.4076,2.52247,1.5834,0.749449,0.196666,0.278209,-0.0457477,0.181999,0.230391,0.389063,0.198975,0.359021,0.058591,-0.0853345,-0.286674,-0.00288868,-0.00168999,0.0768302,-0.0148397,-0.252998
-18.2317,2.22159,1.33968,0.475037,0.289023,0.53819,0.247506,0.430585,0.479873,0.44573,0.0180559,-0.062983,-0.126694,-0.232538,-0.298297,-0.0330699,-0.0643841,-0.0752032,0.183581,0.0691378
-18.2009,2.38463,1.18875,0.310677,0.305702,0.542171,0.243614,0.380943,0.265404,0.167597,0.181022,0.1634,-0.118165,-0.040496,-0.0749019,-0.0715657,0.23444,-0.0558789,0.0230721,0.143005
-17.908,2.27118,1.36295,0.676839,0.192482,0.59057,0.246093,0.442315,0.209112,-0.129822,-0.244662,0.133871,0.205114,-0.107966,-0.0807794,0.0920905,0.0397434,-0.147122,-0.00488089,-0.0795159
-14.8822,3.49112,0.0559564,0.0115243,-0.148343,-0.0738765,-0.345347,-0.346443,-0.807567,-0.121976,0.225185,-0.0112314,0.244764,0.327705,0.17861,-0.057634,-0.0338453,-0.0413211,0.0380737,-0.41899
-7.17597,3.51142,0.109885,-0.029309,-0.698463,-0.104253,-0.692764,-0.59591,-0.636588,-0.245125,-0.330729,-0.453605,0.349132,0.416064,-0.270177,-0.196506,-0.452702,-0.42922,0.201704,-0.0697546
-6.85263,3.1807,-0.333429,-0.0527483,-0.721552,-0.421784,-1.03311,-0.461969,-0.725511,-0.339302,-0.399695,-0.62567,0.0846282,0.377885,-0.387767,-0.0304825,-0.386239,-0.459828,0.218625,0.0586866
-7.33807,3.19491,-0.230346,-0.18234,-0.794718,-0.116937,-0.806557,-0.588839,-0.68776,-0.198209,-0.391296,-0.862845,-0.128582,0.253494,-0.30901,0.239139,-0.366645,-0.537406,0.276108,0.19602
-8.00559,2.92165,-0.0946508,0.056147,-0.696992,-0.0817847,-1.00675,-0.704245,-0.544672,-0.0707056,-0.434349,-0.748286,-0.183886,0.170042,-0.206888,0.330111,-0.317239,-0.573801,0.431507,0.193515
-8.29772,2.79266,-0.376059,0.101345,-0.614212,-0.108408,-0.808133,-0.559834,-0.514539,-0.152916,-0.607544,-0.660207,-0.0195517,0.380112,-0.286266,0.0250437,-0.142511,-0.586256,0.302335,0.328621
-8.74965,2.73503,-0.440939,0.401277,-0.235547,-0.085177,-0.827731,-0.762339,-0.659804,0.14114,-0.639265,-0.715969,0.011354,0.273283,-0.288751,0.155201,0.132832,-0.516357,0.220625,0.271125
-9.01546,2.89115,-0.471228,0.16563,-0.38485,-0.0887783,-0.817951,-0.709708,-0.603544,0.3772,-0.77573,-0.654043,0.231045,0.239246,-0.350777,0.286829,0.174113,-0.338262,0.194812,0.181119
